ID,X Coordinate,Y Coordinate,Bed Level,Manning's n,Panel
Weir,591945.388,329339.677,34.097,0.02,
Weir,591945.507,329339.192,34.097,0.02,
Weir,591945.626,329338.708,34.068,0.02,
Weir,591945.744,329338.224,34.068,0.02,
Weir,591945.863,329337.74,33.556,0.02,
Weir,591945.982,329337.255,33.556,0.02,
Weir,591946.101,329336.771,33.556,0.02,
Weir,591946.219,329336.287,33.556,0.02,
Weir,591946.338,329335.802,33.348,0.02,
Weir,591946.457,329335.318,33.348,0.02,
Weir,591946.575,329334.834,33.556,0.02,
Weir,591946.694,329334.349,33.556,0.02,
Weir,591946.813,329333.865,33.556,0.02,
Weir,591946.931,329333.381,33.556,0.02,
Weir,591947.05,329332.897,33.96,0.02,
Weir,591947.169,329332.412,33.96,0.02,
Weir,591947.287,329331.928,34.19,0.02,
Weir,591947.406,329331.444,34.19,0.02,
Weir,591947.525,329330.959,34.9,0.02,
16A,591981.047,329352.108,33.868,0.02,
16A,591980.903,329351.633,33.835,0.02,
16A,591980.759,329351.158,33.835,0.02,
16A,591980.615,329350.684,33.835,0.02,
16A,591980.471,329350.209,33.835,0.02,
16A,591980.327,329349.734,33.467,0.02,
16A,591980.183,329349.259,33.467,0.02,
16A,591980.039,329348.784,33.467,0.02,
16A,591979.894,329348.309,33.54,0.02,
16A,591979.75,329347.834,33.077,0.02,
16A,591979.606,329347.359,33.077,0.02,
16A,591979.462,329346.884,33.077,0.02,
16A,591979.318,329346.41,33.077,0.02,
16A,591979.174,329345.935,32.807,0.02,
16A,591979.03,329345.46,32.807,0.02,
16A,591978.886,329344.985,32.807,0.02,
16A,591978.742,329344.51,32.807,0.02,
16A,591978.598,329344.035,32.807,0.02,
16A,591978.454,329343.56,32.798,0.02,
16A,591978.31,329343.085,32.798,0.02,
16A,591978.166,329342.61,32.798,0.02,
16A,591978.022,329342.135,32.798,0.02,
16A,591977.878,329341.661,32.79,0.02,
16A,591977.734,329341.186,32.79,0.02,
16A,591977.59,329340.711,32.79,0.02,
16A,591977.446,329340.236,32.79,0.02,
16A,591977.302,329339.761,32.798,0.02,
16A,591977.158,329339.286,32.798,0.02,
16A,591977.014,329338.811,32.798,0.02,
16A,591976.87,329338.336,32.798,0.02,
16A,591976.726,329337.861,32.762,0.02,
16A,591976.582,329337.386,32.762,0.02,
16A,591976.438,329336.912,32.762,0.02,
16A,591976.294,329336.437,32.762,0.02,
16A,591976.15,329335.962,32.773,0.02,
16A,591976.005,329335.487,32.773,0.02,
16A,591975.861,329335.012,32.81,0.02,
16A,591975.717,329334.537,32.81,0.02,
16A,591975.573,329334.062,32.81,0.02,
16A,591975.429,329333.587,32.82,0.02,
16A,591975.285,329333.112,32.82,0.02,
16A,591975.141,329332.637,32.82,0.02,
16A,591974.997,329332.163,32.82,0.02,
16A,591974.853,329331.688,32.818,0.02,
16A,591974.709,329331.213,32.818,0.02,
16A,591974.565,329330.738,32.818,0.02,
16A,591974.421,329330.263,32.818,0.02,
16A,591974.277,329329.788,32.8,0.02,
16A,591974.133,329329.313,32.8,0.02,
16A,591973.989,329328.838,32.812,0.02,
16A,591973.845,329328.363,32.812,0.02,
16A,591973.701,329327.888,33.052,0.02,
16A,591973.557,329327.414,33.052,0.02,
16A,591973.413,329326.939,33.052,0.02,
16A,591973.269,329326.464,33.052,0.02,
16A,591973.125,329325.989,34.048,0.02,
16A,591972.981,329325.514,34.048,0.02,
